siparis_id,tarih,musteri_id,urun_id,adet,liste_fiyati,kupon_kodu,indirim_tutari,odenen_tutar,kanal,bolge,musteriden_alinan_kargo,kargo_maliyeti
S114732,2026-08-23,M20298,U408,1,690.00,,0.00,690.00,google,Ege,0.00,115.12
S114732,2026-08-23,M20298,U404,1,1490.00,,0.00,1490.00,google,Ege,0.00,0.00
S114732,2026-08-23,M20298,U504,2,490.00,,0.00,980.00,google,Ege,0.00,0.00
S114733,2026-08-23,M19177,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,97.16
S114734,2026-08-23,M17882,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Ege,0.00,108.82
S114735,2026-08-23,M17639,U202,1,2790.00,,0.00,2790.00,organik,Karadeniz,0.00,132.77
S114736,2026-08-23,M20299,U506,1,890.00,,0.00,890.00,organik,Karadeniz,0.00,131.94
S114736,2026-08-23,M20299,U402,1,9900.00,,0.00,9900.00,organik,Karadeniz,0.00,0.00
S114736,2026-08-23,M20299,U501,1,1190.00,,0.00,1190.00,organik,Karadeniz,0.00,0.00
S114737,2026-08-23,M19543,U408,1,690.00,HOSGELDIN30,207.00,483.00,instagram,Akdeniz,0.00,129.35
S114738,2026-08-23,M20300,U602,1,290.00,,0.00,290.00,organik,Marmara,0.00,95.95
S114739,2026-08-23,M20211,U503,2,590.00,,0.00,1180.00,organik,Güneydoğu Anadolu,0.00,176.60
S114739,2026-08-23,M20211,U504,2,490.00,,0.00,980.00,organik,Güneydoğu Anadolu,0.00,0.00
S114740,2026-08-23,M18899,U306,1,690.00,,0.00,690.00,instagram,İç Anadolu,0.00,106.01
S114741,2026-08-23,M16892,U103,1,3290.00,,0.00,3290.00,google,Ege,0.00,111.35
S114742,2026-08-23,M19407,U408,1,690.00,,0.00,690.00,organik,Marmara,0.00,109.80
S114742,2026-08-23,M19407,U504,1,490.00,,0.00,490.00,organik,Marmara,0.00,0.00
S114742,2026-08-23,M19407,U501,1,1190.00,,0.00,1190.00,organik,Marmara,0.00,0.00
S114743,2026-08-23,M14659,U404,1,1490.00,HOSGELDIN30,447.00,1043.00,organik,Marmara,0.00,98.11
S114744,2026-08-23,M12969,U406,1,990.00,HOSGELDIN30,297.00,693.00,organik,Karadeniz,0.00,119.40
S114745,2026-08-23,M20301,U601,1,1290.00,,0.00,1290.00,organik,Akdeniz,0.00,110.29
S114746,2026-08-23,M20302,U503,1,590.00,,0.00,590.00,organik,Marmara,0.00,99.49
S114747,2026-08-23,M18275,U306,1,690.00,,0.00,690.00,instagram,Ege,0.00,112.51
S114748,2026-08-23,M20303,U106,1,3990.00,,0.00,3990.00,organik,Güneydoğu Anadolu,0.00,179.65
S114748,2026-08-23,M20303,U605,3,890.00,,0.00,2670.00,organik,Güneydoğu Anadolu,0.00,0.00
S114749,2026-08-23,M15616,U304,1,2490.00,,0.00,2490.00,tiktok,Akdeniz,0.00,133.73
S114749,2026-08-23,M15616,U504,2,490.00,,0.00,980.00,tiktok,Akdeniz,0.00,0.00
S114750,2026-08-23,M20304,U306,3,690.00,HOSGELDIN30,621.00,1449.00,tiktok,Marmara,0.00,97.45
S114750,2026-08-23,M20304,U504,1,490.00,HOSGELDIN30,147.00,343.00,tiktok,Marmara,0.00,0.00
S114750,2026-08-23,M20304,U602,1,290.00,HOSGELDIN30,87.00,203.00,tiktok,Marmara,0.00,0.00
S114751,2026-08-23,M20305,U601,1,1290.00,,0.00,1290.00,google,İç Anadolu,0.00,112.16
S114752,2026-08-23,M20306,U408,1,690.00,,0.00,690.00,organik,Akdeniz,0.00,118.22
S114753,2026-08-23,M18007,U503,1,590.00,,0.00,590.00,organik,Marmara,0.00,103.16
S114753,2026-08-23,M18007,U603,1,390.00,,0.00,390.00,organik,Marmara,0.00,0.00
S114753,2026-08-23,M18007,U501,1,1190.00,,0.00,1190.00,organik,Marmara,0.00,0.00
S114754,2026-08-23,M18333,U502,1,790.00,HOSGELDIN30,237.00,553.00,organik,Ege,0.00,114.75
S114754,2026-08-23,M18333,U201,1,3490.00,HOSGELDIN30,1047.00,2443.00,organik,Ege,0.00,0.00
S114754,2026-08-23,M18333,U404,1,1490.00,HOSGELDIN30,447.00,1043.00,organik,Ege,0.00,0.00
S114755,2026-08-23,M19258,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,Ege,0.00,117.74
S114756,2026-08-23,M19444,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,88.64
S114757,2026-08-23,M18627,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Ege,0.00,99.44
S114758,2026-08-23,M20307,U604,1,590.00,,0.00,590.00,instagram,İç Anadolu,0.00,118.92
S114759,2026-08-23,M19304,U501,1,1190.00,,0.00,1190.00,organik,Karadeniz,0.00,128.59
S114760,2026-08-23,M17875,U605,1,890.00,,0.00,890.00,organik,İç Anadolu,0.00,106.31
S114761,2026-08-23,M18705,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,105.38
S114762,2026-08-23,M20308,U103,1,3290.00,,0.00,3290.00,instagram,Doğu Anadolu,0.00,174.13
S114763,2026-08-23,M20309,U501,1,1190.00,,0.00,1190.00,google,İç Anadolu,0.00,108.52
S114764,2026-08-23,M20310,U605,1,890.00,,0.00,890.00,google,Ege,0.00,122.99
S114764,2026-08-23,M20310,U503,1,590.00,,0.00,590.00,google,Ege,0.00,0.00
S114765,2026-08-23,M20311,U306,1,690.00,,0.00,690.00,tiktok,İç Anadolu,0.00,115.58
S114766,2026-08-23,M20312,U505,1,1390.00,,0.00,1390.00,tiktok,İç Anadolu,0.00,123.28
S114767,2026-08-23,M14335,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Marmara,0.00,97.96
S114768,2026-08-23,M20313,U506,1,890.00,,0.00,890.00,instagram,İç Anadolu,0.00,121.87
S114769,2026-08-23,M20314,U502,1,790.00,HOSGELDIN30,237.00,553.00,instagram,İç Anadolu,0.00,125.02
S114770,2026-08-23,M20315,U606,1,490.00,,0.00,490.00,organik,Marmara,0.00,94.16
S114771,2026-08-23,M17438,U404,1,1490.00,,0.00,1490.00,organik,Güneydoğu Anadolu,0.00,183.52
S114772,2026-08-23,M20316,U506,1,890.00,,0.00,890.00,tiktok,Karadeniz,0.00,135.13
S114773,2026-08-23,M20317,U601,1,1290.00,HOSGELDIN30,387.00,903.00,tiktok,Ege,0.00,102.67
S114774,2026-08-23,M17888,U602,1,290.00,,0.00,290.00,google,Akdeniz,0.00,131.05
S114775,2026-08-23,M20318,U603,2,390.00,,0.00,780.00,organik,Marmara,0.00,93.82
S114776,2026-08-23,M20173,U406,2,990.00,HOSGELDIN30,594.00,1386.00,google,Marmara,0.00,103.49
S114777,2026-08-23,M19413,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Marmara,0.00,114.56
S114777,2026-08-23,M19413,U408,1,690.00,HOSGELDIN30,207.00,483.00,tiktok,Marmara,0.00,0.00
S114777,2026-08-23,M19413,U503,2,590.00,HOSGELDIN30,354.00,826.00,tiktok,Marmara,0.00,0.00
S114778,2026-08-23,M20319,U503,1,590.00,HOSGELDIN30,177.00,413.00,organik,Marmara,0.00,93.24
S114779,2026-08-23,M19413,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Akdeniz,0.00,117.44
S114780,2026-08-23,M20320,U404,1,1490.00,,0.00,1490.00,organik,Akdeniz,0.00,131.33
S114781,2026-08-23,M17388,U408,1,690.00,,0.00,690.00,organik,Karadeniz,0.00,120.11
S114782,2026-08-23,M12296,U408,1,690.00,HOSGELDIN30,207.00,483.00,organik,Ege,0.00,117.08
S114783,2026-08-23,M20321,U502,1,790.00,,0.00,790.00,google,Akdeniz,0.00,126.99
S114784,2026-08-23,M19798,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Ege,0.00,111.74
S114784,2026-08-23,M19798,U408,1,690.00,HOSGELDIN30,207.00,483.00,google,Ege,0.00,0.00
S114785,2026-08-23,M19773,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,İç Anadolu,0.00,107.35
S114786,2026-08-23,M16638,U101,1,5490.00,HOSGELDIN30,1647.00,3843.00,organik,İç Anadolu,0.00,111.27
S114787,2026-08-23,M20243,U603,1,390.00,HOSGELDIN30,117.00,273.00,tiktok,Marmara,0.00,92.17
S114788,2026-08-23,M20322,U603,1,390.00,,0.00,390.00,organik,Akdeniz,0.00,129.39
S114789,2026-08-23,M13266,U203,1,3990.00,,0.00,3990.00,tiktok,Ege,0.00,115.02
S114789,2026-08-23,M13266,U601,1,1290.00,,0.00,1290.00,tiktok,Ege,0.00,0.00
S114789,2026-08-23,M13266,U602,1,290.00,,0.00,290.00,tiktok,Ege,0.00,0.00
S114790,2026-08-23,M20323,U504,1,490.00,,0.00,490.00,organik,Marmara,0.00,90.18
S114791,2026-08-23,M20324,U605,1,890.00,,0.00,890.00,google,Karadeniz,0.00,132.48
S114792,2026-08-23,M20325,U603,1,390.00,,0.00,390.00,instagram,Akdeniz,0.00,134.46
S114792,2026-08-23,M20325,U502,1,790.00,,0.00,790.00,instagram,Akdeniz,0.00,0.00
S114793,2026-08-23,M18998,U405,1,1190.00,,0.00,1190.00,tiktok,Marmara,0.00,88.46
S114794,2026-08-23,M19574,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,88.46
S114795,2026-08-23,M20326,U502,1,790.00,,0.00,790.00,organik,Marmara,0.00,96.89
S114796,2026-08-23,M20327,U503,1,590.00,,0.00,590.00,organik,Akdeniz,0.00,112.81
S114797,2026-08-23,M20170,U501,1,1190.00,HOSGELDIN30,357.00,833.00,eposta,İç Anadolu,0.00,121.06
S114798,2026-08-23,M20328,U406,1,990.00,,0.00,990.00,instagram,Karadeniz,0.00,120.25
S114799,2026-08-23,M20329,U408,1,690.00,HOSGELDIN30,207.00,483.00,google,Akdeniz,0.00,115.39
S114800,2026-08-23,M20330,U503,2,590.00,,0.00,1180.00,organik,Güneydoğu Anadolu,0.00,161.51
S114801,2026-08-23,M20331,U306,1,690.00,,0.00,690.00,organik,Marmara,0.00,93.25
S114802,2026-08-23,M20332,U406,1,990.00,,0.00,990.00,instagram,Güneydoğu Anadolu,0.00,169.82
S114802,2026-08-23,M20332,U204,1,2290.00,,0.00,2290.00,instagram,Güneydoğu Anadolu,0.00,0.00
S114803,2026-08-23,M20333,U501,1,1190.00,,0.00,1190.00,tiktok,Marmara,0.00,90.98
S114804,2026-08-23,M14070,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,104.06
S114805,2026-08-23,M18250,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Marmara,0.00,95.25
S114806,2026-08-23,M17975,U501,2,1190.00,HOSGELDIN30,714.00,1666.00,google,Karadeniz,0.00,126.98
S114807,2026-08-23,M20334,U203,1,3990.00,,0.00,3990.00,instagram,Akdeniz,0.00,117.91
S114807,2026-08-23,M20334,U404,1,1490.00,,0.00,1490.00,instagram,Akdeniz,0.00,0.00
S114808,2026-08-23,M20335,U306,1,690.00,,0.00,690.00,google,Akdeniz,0.00,118.22
S114808,2026-08-23,M20335,U406,1,990.00,,0.00,990.00,google,Akdeniz,0.00,0.00
S114809,2026-08-23,M17607,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Marmara,0.00,98.61
S114810,2026-08-23,M20336,U501,1,1190.00,,0.00,1190.00,organik,İç Anadolu,0.00,136.36
S114810,2026-08-23,M20336,U405,1,1190.00,,0.00,1190.00,organik,İç Anadolu,0.00,0.00
S114810,2026-08-23,M20336,U406,1,990.00,,0.00,990.00,organik,İç Anadolu,0.00,0.00
S114811,2026-08-23,M18291,U406,3,990.00,,0.00,2970.00,tiktok,Güneydoğu Anadolu,0.00,173.27
S114811,2026-08-23,M18291,U603,1,390.00,,0.00,390.00,tiktok,Güneydoğu Anadolu,0.00,0.00
S114812,2026-08-23,M19332,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Akdeniz,0.00,117.66
S114813,2026-08-23,M20337,U606,1,490.00,,0.00,490.00,organik,Akdeniz,0.00,116.77
S114813,2026-08-23,M20337,U406,1,990.00,,0.00,990.00,organik,Akdeniz,0.00,0.00
S114814,2026-08-23,M13657,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Akdeniz,0.00,117.99
S114815,2026-08-23,M20338,U604,2,590.00,HOSGELDIN30,354.00,826.00,instagram,Ege,0.00,106.93
S114816,2026-08-23,M20339,U505,1,1390.00,,0.00,1390.00,instagram,Akdeniz,0.00,122.86
S114817,2026-08-23,M20340,U406,1,990.00,,0.00,990.00,instagram,Karadeniz,0.00,121.16
S114818,2026-08-23,M20341,U602,1,290.00,,0.00,290.00,google,Marmara,0.00,91.56
S114819,2026-08-23,M18909,U408,2,690.00,,0.00,1380.00,organik,Marmara,0.00,90.56
S114820,2026-08-23,M20342,U502,2,790.00,,0.00,1580.00,tiktok,Doğu Anadolu,0.00,189.27
S114821,2026-08-23,M20343,U606,1,490.00,,0.00,490.00,organik,Marmara,0.00,100.67
S114822,2026-08-23,M20344,U406,3,990.00,HOSGELDIN30,891.00,2079.00,instagram,İç Anadolu,0.00,106.32
S114823,2026-08-23,M18242,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,İç Anadolu,0.00,128.64
S114823,2026-08-23,M18242,U606,1,490.00,HOSGELDIN30,147.00,343.00,instagram,İç Anadolu,0.00,0.00
S114824,2026-08-23,M20345,U603,3,390.00,,0.00,1170.00,instagram,Marmara,0.00,104.31
S114825,2026-08-23,M20346,U605,1,890.00,,0.00,890.00,tiktok,Akdeniz,0.00,130.50
S114826,2026-08-23,M17420,U503,3,590.00,HOSGELDIN30,531.00,1239.00,organik,Marmara,0.00,99.97
S114827,2026-08-23,M20347,U502,1,790.00,,0.00,790.00,instagram,Ege,0.00,120.37
S114828,2026-08-23,M17532,U406,1,990.00,HOSGELDIN30,297.00,693.00,tiktok,Doğu Anadolu,0.00,205.37
S114829,2026-08-23,M20037,U504,2,490.00,HOSGELDIN30,294.00,686.00,organik,Ege,0.00,109.85
S114830,2026-08-23,M20348,U501,1,1190.00,,0.00,1190.00,instagram,Karadeniz,0.00,128.54
S114830,2026-08-23,M20348,U306,1,690.00,,0.00,690.00,instagram,Karadeniz,0.00,0.00
S114831,2026-08-23,M18046,U601,1,1290.00,,0.00,1290.00,google,Ege,0.00,106.53
S114832,2026-08-23,M20349,U504,1,490.00,,0.00,490.00,organik,Güneydoğu Anadolu,0.00,165.69
S114833,2026-08-23,M13591,U104,1,2490.00,HOSGELDIN30,747.00,1743.00,tiktok,Karadeniz,0.00,136.77
S114834,2026-08-23,M20350,U501,1,1190.00,,0.00,1190.00,tiktok,Akdeniz,0.00,143.90
S114834,2026-08-23,M20350,U601,2,1290.00,,0.00,2580.00,tiktok,Akdeniz,0.00,0.00
S114834,2026-08-23,M20350,U504,1,490.00,,0.00,490.00,tiktok,Akdeniz,0.00,0.00
S114835,2026-08-23,M20284,U306,2,690.00,,0.00,1380.00,organik,Ege,0.00,107.85
S114836,2026-08-23,M17808,U501,1,1190.00,HOSGELDIN30,357.00,833.00,instagram,Marmara,0.00,95.60
S114837,2026-08-23,M18049,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Marmara,0.00,99.98
S114837,2026-08-23,M18049,U306,2,690.00,HOSGELDIN30,414.00,966.00,tiktok,Marmara,0.00,0.00
S114838,2026-08-23,M14929,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Karadeniz,0.00,137.45
S114839,2026-08-23,M20351,U106,1,3990.00,,0.00,3990.00,organik,Marmara,0.00,102.64
S114839,2026-08-23,M20351,U506,3,890.00,,0.00,2670.00,organik,Marmara,0.00,0.00
S114840,2026-08-23,M10241,U306,1,690.00,,0.00,690.00,organik,Akdeniz,0.00,118.58
S114841,2026-08-23,M18507,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Akdeniz,0.00,130.20
S114842,2026-08-23,M20352,U506,1,890.00,HOSGELDIN30,267.00,623.00,google,Doğu Anadolu,0.00,172.68
S114843,2026-08-23,M20353,U407,1,1690.00,,0.00,1690.00,tiktok,Ege,0.00,110.79
S114844,2026-08-23,M20354,U408,1,690.00,HOSGELDIN30,207.00,483.00,google,İç Anadolu,0.00,114.71
S114845,2026-08-23,M20355,U606,1,490.00,,0.00,490.00,organik,İç Anadolu,0.00,112.70
S114846,2026-08-23,M17384,U503,1,590.00,,0.00,590.00,google,Akdeniz,0.00,109.19
S114847,2026-08-23,M20356,U107,1,6490.00,,0.00,6490.00,tiktok,Ege,0.00,107.75
S114848,2026-08-23,M12068,U602,1,290.00,,0.00,290.00,instagram,İç Anadolu,0.00,116.22
S114849,2026-08-23,M10135,U302,1,3690.00,HOSGELDIN30,1107.00,2583.00,organik,İç Anadolu,0.00,104.69
S114850,2026-08-23,M20357,U305,1,1690.00,,0.00,1690.00,tiktok,Doğu Anadolu,0.00,199.23
S114851,2026-08-23,M17045,U105,1,1890.00,,0.00,1890.00,google,İç Anadolu,0.00,122.22
S114852,2026-08-23,M20358,U301,1,2190.00,,0.00,2190.00,organik,Akdeniz,0.00,130.07
S114853,2026-08-23,M20195,U502,1,790.00,,0.00,790.00,tiktok,Ege,0.00,117.18
S114854,2026-08-23,M20359,U503,1,590.00,,0.00,590.00,tiktok,Marmara,0.00,90.33
S114855,2026-08-23,M20360,U503,1,590.00,,0.00,590.00,instagram,Marmara,0.00,90.34
S114856,2026-08-23,M20361,U601,1,1290.00,,0.00,1290.00,google,Marmara,0.00,107.09
S114856,2026-08-23,M20361,U407,1,1690.00,,0.00,1690.00,google,Marmara,0.00,0.00
S114857,2026-08-23,M20362,U406,2,990.00,HOSGELDIN30,594.00,1386.00,google,Doğu Anadolu,0.00,219.70
S114857,2026-08-23,M20362,U306,3,690.00,HOSGELDIN30,621.00,1449.00,google,Doğu Anadolu,0.00,0.00
S114857,2026-08-23,M20362,U502,1,790.00,HOSGELDIN30,237.00,553.00,google,Doğu Anadolu,0.00,0.00
S114858,2026-08-23,M20363,U408,1,690.00,,0.00,690.00,instagram,Marmara,0.00,107.73
S114858,2026-08-23,M20363,U606,1,490.00,,0.00,490.00,instagram,Marmara,0.00,0.00
S114859,2026-08-23,M20364,U406,2,990.00,,0.00,1980.00,instagram,Ege,0.00,130.48
S114859,2026-08-23,M20364,U605,1,890.00,,0.00,890.00,instagram,Ege,0.00,0.00
S114859,2026-08-23,M20364,U403,1,2890.00,,0.00,2890.00,instagram,Ege,0.00,0.00
S114860,2026-08-23,M10366,U306,1,690.00,,0.00,690.00,organik,Akdeniz,0.00,114.03
S114861,2026-08-24,M20365,U504,1,490.00,,0.00,490.00,organik,Akdeniz,0.00,116.93
S114861,2026-08-24,M20365,U104,1,2490.00,,0.00,2490.00,organik,Akdeniz,0.00,0.00
S114862,2026-08-24,M12570,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,Ege,0.00,118.27
S114863,2026-08-24,M20366,U303,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,104.09
S114864,2026-08-24,M14801,U501,2,1190.00,HOSGELDIN30,714.00,1666.00,instagram,Ege,0.00,99.69
S114865,2026-08-24,M18020,U603,1,390.00,HOSGELDIN30,117.00,273.00,organik,Ege,0.00,119.39
S114866,2026-08-24,M20367,U504,1,490.00,,0.00,490.00,instagram,Marmara,0.00,101.68
S114867,2026-08-24,M20368,U303,3,1290.00,,0.00,3870.00,google,Marmara,0.00,100.47
S114867,2026-08-24,M20368,U401,1,6990.00,,0.00,6990.00,google,Marmara,0.00,0.00
S114868,2026-08-24,M20369,U404,1,1490.00,,0.00,1490.00,google,Marmara,0.00,94.32
S114868,2026-08-24,M20369,U503,1,590.00,,0.00,590.00,google,Marmara,0.00,0.00
S114869,2026-08-24,M18063,U404,2,1490.00,HOSGELDIN30,894.00,2086.00,tiktok,Karadeniz,0.00,142.65
S114869,2026-08-24,M18063,U408,1,690.00,HOSGELDIN30,207.00,483.00,tiktok,Karadeniz,0.00,0.00
S114870,2026-08-24,M20370,U301,1,2190.00,,0.00,2190.00,tiktok,Marmara,0.00,93.57
S114871,2026-08-24,M20371,U603,1,390.00,,0.00,390.00,google,Doğu Anadolu,0.00,187.91
S114872,2026-08-24,M20372,U606,1,490.00,,0.00,490.00,tiktok,Akdeniz,0.00,110.89
S114873,2026-08-24,M20373,U504,1,490.00,,0.00,490.00,google,Güneydoğu Anadolu,0.00,174.13
S114874,2026-08-24,M17308,U406,1,990.00,,0.00,990.00,instagram,Karadeniz,0.00,128.77
S114874,2026-08-24,M17308,U505,2,1390.00,,0.00,2780.00,instagram,Karadeniz,0.00,0.00
S114875,2026-08-24,M20374,U404,1,1490.00,,0.00,1490.00,google,Doğu Anadolu,0.00,197.00
S114876,2026-08-24,M20375,U206,1,4490.00,,0.00,4490.00,eposta,Karadeniz,0.00,130.09
S114877,2026-08-24,M18276,U501,1,1190.00,HOSGELDIN30,357.00,833.00,organik,Marmara,0.00,95.52
S114878,2026-08-24,M20376,U408,1,690.00,,0.00,690.00,tiktok,Marmara,0.00,107.27
S114879,2026-08-24,M20377,U605,1,890.00,,0.00,890.00,tiktok,İç Anadolu,0.00,128.34
S114879,2026-08-24,M20377,U501,1,1190.00,,0.00,1190.00,tiktok,İç Anadolu,0.00,0.00
S114880,2026-08-24,M20378,U502,1,790.00,HOSGELDIN30,237.00,553.00,organik,İç Anadolu,0.00,117.78
S114881,2026-08-24,M20379,U503,1,590.00,,0.00,590.00,instagram,Marmara,0.00,96.92
S114882,2026-08-24,M20380,U601,1,1290.00,,0.00,1290.00,instagram,İç Anadolu,0.00,114.71
S114883,2026-08-24,M20381,U604,2,590.00,,0.00,1180.00,organik,Güneydoğu Anadolu,0.00,161.62
S114884,2026-08-24,M20382,U603,1,390.00,,0.00,390.00,google,Akdeniz,0.00,129.39
S114885,2026-08-24,M20383,U501,1,1190.00,,0.00,1190.00,organik,Marmara,0.00,93.35
S114886,2026-08-24,M20384,U408,2,690.00,,0.00,1380.00,instagram,Marmara,0.00,105.97
S114887,2026-08-24,M20385,U504,1,490.00,,0.00,490.00,tiktok,İç Anadolu,0.00,123.82
S114888,2026-08-24,M20386,U405,1,1190.00,,0.00,1190.00,tiktok,Akdeniz,0.00,123.26
S114889,2026-08-24,M19297,U606,3,490.00,,0.00,1470.00,instagram,Ege,0.00,105.76
S114890,2026-08-24,M20387,U603,1,390.00,,0.00,390.00,tiktok,Doğu Anadolu,0.00,195.31
S114891,2026-08-24,M20271,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Marmara,0.00,93.35
S114891,2026-08-24,M20271,U506,2,890.00,HOSGELDIN30,534.00,1246.00,google,Marmara,0.00,0.00
S114892,2026-08-24,M20388,U504,1,490.00,,0.00,490.00,tiktok,İç Anadolu,0.00,109.22
S114892,2026-08-24,M20388,U407,3,1690.00,,0.00,5070.00,tiktok,İç Anadolu,0.00,0.00
S114893,2026-08-24,M20389,U501,1,1190.00,,0.00,1190.00,organik,Karadeniz,0.00,132.68
S114894,2026-08-24,M19731,U506,1,890.00,,0.00,890.00,organik,Marmara,0.00,105.32
S114895,2026-08-24,M19856,U503,2,590.00,HOSGELDIN30,354.00,826.00,organik,Marmara,0.00,107.07
S114896,2026-08-24,M20390,U601,1,1290.00,,0.00,1290.00,organik,Ege,0.00,111.15
S114897,2026-08-24,M20391,U506,1,890.00,,0.00,890.00,google,İç Anadolu,0.00,110.39
S114898,2026-08-24,M18234,U306,2,690.00,HOSGELDIN30,414.00,966.00,google,Marmara,0.00,101.95
S114899,2026-08-24,M20392,U303,1,1290.00,,0.00,1290.00,organik,Marmara,0.00,99.79
S114900,2026-08-24,M10110,U306,2,690.00,,0.00,1380.00,tiktok,Karadeniz,0.00,131.10
S114901,2026-08-24,M20066,U501,1,1190.00,HOSGELDIN30,357.00,833.00,tiktok,İç Anadolu,0.00,119.12
S114902,2026-08-24,M20393,U303,1,1290.00,,0.00,1290.00,organik,Ege,0.00,115.90
S114902,2026-08-24,M20393,U306,3,690.00,,0.00,2070.00,organik,Ege,0.00,0.00
S114903,2026-08-24,M20394,U605,1,890.00,,0.00,890.00,organik,Ege,0.00,106.27
S114904,2026-08-24,M19288,U407,1,1690.00,HOSGELDIN30,507.00,1183.00,tiktok,Marmara,0.00,90.95
S114905,2026-08-24,M19693,U408,1,690.00,,0.00,690.00,instagram,Marmara,0.00,95.41
S114906,2026-08-24,M19900,U501,2,1190.00,HOSGELDIN30,714.00,1666.00,google,Marmara,0.00,107.39
S114907,2026-08-24,M20055,U408,1,690.00,HOSGELDIN30,207.00,483.00,organik,Marmara,0.00,96.36
S114908,2026-08-24,M20395,U503,1,590.00,,0.00,590.00,instagram,İç Anadolu,0.00,104.07
S114909,2026-08-24,M20318,U408,1,690.00,HOSGELDIN30,207.00,483.00,organik,İç Anadolu,0.00,113.57
S114910,2026-08-24,M20396,U302,1,3690.00,,0.00,3690.00,organik,Akdeniz,0.00,116.78
S114911,2026-08-24,M20397,U303,1,1290.00,HOSGELDIN30,387.00,903.00,google,Marmara,0.00,112.06
S114911,2026-08-24,M20397,U501,1,1190.00,HOSGELDIN30,357.00,833.00,google,Marmara,0.00,0.00
S114912,2026-08-24,M20398,U606,2,490.00,,0.00,980.00,google,İç Anadolu,0.00,103.44
S114913,2026-08-24,M17702,U603,1,390.00,HOSGELDIN30,117.00,273.00,organik,Ege,0.00,116.25
S114913,2026-08-24,M17702,U602,1,290.00,HOSGELDIN30,87.00,203.00,organik,Ege,0.00,0.00
S114914,2026-08-24,M20399,U503,2,590.00,,0.00,1180.00,tiktok,Güneydoğu Anadolu,0.00,174.46
S114915,2026-08-24,M20400,U503,1,590.00,,0.00,590.00,google,Ege,0.00,102.60
S114916,2026-08-24,M20401,U107,1,6490.00,,0.00,6490.00,tiktok,Karadeniz,0.00,137.60
S114917,2026-08-24,M20402,U306,1,690.00,,0.00,690.00,google,Ege,0.00,120.89
S114917,2026-08-24,M20402,U606,1,490.00,,0.00,490.00,google,Ege,0.00,0.00
S114917,2026-08-24,M20402,U503,1,590.00,,0.00,590.00,google,Ege,0.00,0.00
S114918,2026-08-24,M20403,U403,1,2890.00,,0.00,2890.00,tiktok,Ege,0.00,119.91
S114919,2026-08-24,M19370,U305,2,1690.00,HOSGELDIN30,1014.00,2366.00,organik,Karadeniz,0.00,126.60
S114920,2026-08-24,M20404,U301,1,2190.00,,0.00,2190.00,google,İç Anadolu,0.00,120.87
S114921,2026-08-24,M20405,U101,1,5490.00,,0.00,5490.00,organik,Ege,0.00,131.77
S114921,2026-08-24,M20405,U604,1,590.00,,0.00,590.00,organik,Ege,0.00,0.00
S114921,2026-08-24,M20405,U506,1,890.00,,0.00,890.00,organik,Ege,0.00,0.00
S114922,2026-08-24,M19217,U405,1,1190.00,,0.00,1190.00,instagram,Marmara,0.00,89.16
S114923,2026-08-24,M20406,U502,2,790.00,,0.00,1580.00,organik,Ege,0.00,100.76
S114924,2026-08-24,M20407,U502,2,790.00,,0.00,1580.00,instagram,Marmara,0.00,97.38
S114925,2026-08-24,M19103,U502,1,790.00,,0.00,790.00,organik,Marmara,0.00,101.19
S114926,2026-08-24,M20408,U606,2,490.00,HOSGELDIN30,294.00,686.00,instagram,İç Anadolu,0.00,124.40
S114927,2026-08-24,M20409,U407,1,1690.00,,0.00,1690.00,google,İç Anadolu,0.00,124.12
S114928,2026-08-24,M20410,U602,1,290.00,,0.00,290.00,google,Ege,0.00,122.76
S114928,2026-08-24,M20410,U605,1,890.00,,0.00,890.00,google,Ege,0.00,0.00
S114929,2026-08-24,M20411,U504,2,490.00,HOSGELDIN30,294.00,686.00,tiktok,Karadeniz,0.00,120.41
